office,candidate,party,county,votes,district
U.S. Senate,Totals,Total,Clinch,62,N/A
U.S. Senate,Chambliss,R,Cobb,162249,N/A
U.S. Senate,Martin,D,Cobb,129133,N/A
U.S. Senate,Totals,Total,Cobb,13047,N/A
U.S. Senate,Chambliss,R,Coffee,7554,N/A
U.S. Senate,Martin,D,Coffee,5119,N/A
U.S. Senate,Totals,Total,Coffee,348,N/A
U.S. Senate,Chambliss,R,Colquitt,8389,N/A
U.S. Senate,Martin,D,Colquitt,4274,N/A
U.S. Senate,Totals,Total,Colquitt,354,N/A
U.S. Senate,Chambliss,R,Columbia,36022,N/A
U.S. Senate,Martin,D,Columbia,14896,N/A
U.S. Senate,Totals,Total,Columbia,1575,N/A
U.S. Senate,Chambliss,R,Cook,3249,N/A
U.S. Senate,Martin,D,Cook,2195,N/A
U.S. Senate,Totals,Total,Cook,145,N/A
U.S. Senate,Chambliss,R,Coweta,33988,N/A
U.S. Senate,Martin,D,Coweta,15311,N/A
U.S. Senate,Totals,Total,Coweta,2064,N/A
U.S. Senate,Chambliss,R,Crawford,2945,N/A
U.S. Senate,Martin,D,Crawford,1957,N/A
U.S. Senate,Totals,Total,Crawford,146,N/A
U.S. Senate,Chambliss,R,Crisp,4010,N/A
U.S. Senate,Martin,D,Crisp,2862,N/A
U.S. Senate,Totals,Total,Crisp,150,N/A
U.S. Senate,Chambliss,R,Dade,3858,N/A
U.S. Senate,Martin,D,Dade,1852,N/A
U.S. Senate,Totals,Total,Dade,244,N/A
U.S. Senate,Chambliss,R,Dawson,7259,N/A
U.S. Senate,Martin,D,Dawson,1896,N/A
U.S. Senate,Totals,Total,Dawson,516,N/A
U.S. Senate,Chambliss,R,Decatur,5502,N/A
U.S. Senate,Martin,D,Decatur,3947,N/A
U.S. Senate,Totals,Total,Decatur,163,N/A
U.S. Senate,Chambliss,R,Dekalb,65531,N/A
U.S. Senate,Martin,D,Dekalb,233727,N/A
U.S. Senate,Totals,Total,Dekalb,8657,N/A
U.S. Senate,Chambliss,R,Dodge,4548,N/A
U.S. Senate,Martin,D,Dodge,3026,N/A
U.S. Senate,Totals,Total,Dodge,156,N/A
U.S. Senate,Chambliss,R,Dooly,1859,N/A
U.S. Senate,Martin,D,Dooly,1990,N/A
U.S. Senate,Totals,Total,Dooly,71,N/A
U.S. Senate,Chambliss,R,Dougherty,12534,N/A
U.S. Senate,Martin,D,Dougherty,23523,N/A
U.S. Senate,Totals,Total,Dougherty,621,N/A
U.S. Senate,Chambliss,R,Douglas,24241,N/A
U.S. Senate,Martin,D,Douglas,26410,N/A
U.S. Senate,Totals,Total,Douglas,1813,N/A
U.S. Senate,Chambliss,R,Early,2490,N/A
U.S. Senate,Martin,D,Early,2418,N/A
U.S. Senate,Totals,Total,Early,62,N/A
U.S. Senate,Chambliss,R,Echols,731,N/A
U.S. Senate,Martin,D,Echols,296,N/A
U.S. Senate,Totals,Total,Echols,40,N/A
U.S. Senate,Chambliss,R,Effingham,13066,N/A
U.S. Senate,Martin,D,Effingham,5634,N/A
U.S. Senate,Totals,Total,Effingham,762,N/A
U.S. Senate,Chambliss,R,Elbert,4213,N/A
U.S. Senate,Martin,D,Elbert,3227,N/A
U.S. Senate,Totals,Total,Elbert,191,N/A
U.S. Senate,Chambliss,R,Emanuel,4295,N/A
U.S. Senate,Martin,D,Emanuel,3079,N/A
U.S. Senate,Totals,Total,Emanuel,171,N/A
U.S. Senate,Chambliss,R,Evans,2078,N/A
U.S. Senate,Martin,D,Evans,1507,N/A
U.S. Senate,Totals,Total,Evans,102,N/A
U.S. Senate,Chambliss,R,Fannin,6497,N/A
U.S. Senate,Martin,D,Fannin,3097,N/A
U.S. Senate,Totals,Total,Fannin,485,N/A
U.S. Senate,Chambliss,R,Fayette,35528,N/A
U.S. Senate,Martin,D,Fayette,19420,N/A
U.S. Senate,Totals,Total,Fayette,2304,N/A
U.S. Senate,Chambliss,R,Floyd,19425,N/A
U.S. Senate,Martin,D,Floyd,11962,N/A
U.S. Senate,Totals,Total,Floyd,1249,N/A
U.S. Senate,Chambliss,R,Forsyth,54928,N/A
U.S. Senate,Martin,D,Forsyth,14601,N/A
U.S. Senate,Totals,Total,Forsyth,3639,N/A
U.S. Senate,Chambliss,R,Franklin,4951,N/A
U.S. Senate,Martin,D,Franklin,2431,N/A
U.S. Senate,Totals,Total,Franklin,317,N/A
U.S. Senate,Chambliss,R,Fulton,131438,N/A
U.S. Senate,Martin,D,Fulton,249201,N/A
U.S. Senate,Totals,Total,Fulton,12420,N/A
U.S. Senate,Chambliss,R,Gilmer,7022,N/A
U.S. Senate,Martin,D,Gilmer,3069,N/A
U.S. Senate,Totals,Total,Gilmer,591,N/A
U.S. Senate,Chambliss,R,Glascock,894,N/A
U.S. Senate,Martin,D,Glascock,384,N/A
U.S. Senate,Totals,Total,Glascock,35,N/A
U.S. Senate,Chambliss,R,Glynn,18690,N/A
U.S. Senate,Martin,D,Glynn,11553,N/A
U.S. Senate,Totals,Total,Glynn,934,N/A
U.S. Senate,Chambliss,R,Gordon,10892,N/A
U.S. Senate,Martin,D,Gordon,5077,N/A
U.S. Senate,Totals,Total,Gordon,833,N/A
U.S. Senate,Chambliss,R,Grady,5158,N/A
U.S. Senate,Martin,D,Grady,3196,N/A
U.S. Senate,Totals,Total,Grady,199,N/A
U.S. Senate,Chambliss,R,Greene,4209,N/A
U.S. Senate,Martin,D,Greene,3168,N/A
U.S. Senate,Totals,Total,Greene,178,N/A
U.S. Senate,Chambliss,R,Gwinnett,150433,N/A
U.S. Senate,Martin,D,Gwinnett,121015,N/A
U.S. Senate,Totals,Total,Gwinnett,11482,N/A
U.S. Senate,Chambliss,R,Habersham,10164,N/A
U.S. Senate,Martin,D,Habersham,3532,N/A
U.S. Senate,Totals,Total,Habersham,709,N/A
U.S. Senate,Chambliss,R,Hall,39539,N/A
U.S. Senate,Martin,D,Hall,15250,N/A
U.S. Senate,Totals,Total,Hall,3076,N/A
U.S. Senate,Chambliss,R,Hancock,762,N/A
U.S. Senate,Martin,D,Hancock,3177,N/A
U.S. Senate,Totals,Total,Hancock,63,N/A
U.S. Senate,Chambliss,R,Haralson,7145,N/A
U.S. Senate,Martin,D,Haralson,3039,N/A
U.S. Senate,Totals,Total,Haralson,598,N/A
U.S. Senate,Chambliss,R,Harris,9344,N/A
U.S. Senate,Martin,D,Harris,4404,N/A
U.S. Senate,Totals,Total,Harris,437,N/A
U.S. Senate,Chambliss,R,Hart,5352,N/A
U.S. Senate,Martin,D,Hart,3575,N/A
U.S. Senate,Totals,Total,Hart,285,N/A
U.S. Senate,Chambliss,R,Heard,2589,N/A
U.S. Senate,Martin,D,Heard,1271,N/A
U.S. Senate,Totals,Total,Heard,171,N/A
U.S. Senate,Chambliss,R,Henry,42537,N/A
U.S. Senate,Martin,D,Henry,38466,N/A
U.S. Senate,Totals,Total,Henry,2958,N/A
U.S. Senate,Chambliss,R,Houston,30750,N/A
U.S. Senate,Martin,D,Houston,21631,N/A
U.S. Senate,Totals,Total,Houston,1315,N/A
U.S. Senate,Chambliss,R,Irwin,2107,N/A
U.S. Senate,Martin,D,Irwin,1467,N/A
U.S. Senate,Totals,Total,Irwin,99,N/A
U.S. Senate,Chambliss,R,Jackson,15769,N/A
U.S. Senate,Martin,D,Jackson,5417,N/A
U.S. Senate,Totals,Total,Jackson,1048,N/A
U.S. Senate,Chambliss,R,Jasper,3399,N/A
U.S. Senate,Martin,D,Jasper,2093,N/A
U.S. Senate,Totals,Total,Jasper,204,N/A
U.S. Senate,Chambliss,R,Jeff davis,3286,N/A
U.S. Senate,Martin,D,Jeff davis,1555,N/A
U.S. Senate,Totals,Total,Jeff davis,163,N/A
U.S. Senate,Chambliss,R,Jefferson,2698,N/A
U.S. Senate,Martin,D,Jefferson,3784,N/A
U.S. Senate,Totals,Total,Jefferson,104,N/A
U.S. Senate,Chambliss,R,Jenkins,1526,N/A
U.S. Senate,Martin,D,Jenkins,1627,N/A
U.S. Senate,Totals,Total,Jenkins,54,N/A
U.S. Senate,Chambliss,R,Johnson,2015,N/A
U.S. Senate,Martin,D,Johnson,1331,N/A
U.S. Senate,Totals,Total,Johnson,70,N/A
U.S. Senate,Chambliss,R,Jones,6917,N/A
U.S. Senate,Martin,D,Jones,4790,N/A
U.S. Senate,Totals,Total,Jones,297,N/A
U.S. Senate,Chambliss,R,Lamar,4316,N/A
U.S. Senate,Martin,D,Lamar,2877,N/A
U.S. Senate,Totals,Total,Lamar,242,N/A
U.S. Senate,Chambliss,R,Lanier,1612,N/A
U.S. Senate,Martin,D,Lanier,1004,N/A
U.S. Senate,Totals,Total,Lanier,66,N/A
U.S. Senate,Chambliss,R,Laurens,10653,N/A
U.S. Senate,Martin,D,Laurens,7936,N/A
U.S. Senate,Totals,Total,Laurens,392,N/A
U.S. Senate,Chambliss,R,Lee,8803,N/A
U.S. Senate,Martin,D,Lee,3509,N/A
U.S. Senate,Totals,Total,Lee,353,N/A
U.S. Senate,Chambliss,R,Liberty,5108,N/A
U.S. Senate,Martin,D,Liberty,9810,N/A
U.S. Senate,Totals,Total,Liberty,392,N/A
U.S. Senate,Chambliss,R,Lincoln,2351,N/A
U.S. Senate,Martin,D,Lincoln,1655,N/A
U.S. Senate,Totals,Total,Lincoln,99,N/A
U.S. Senate,Chambliss,R,Long,1692,N/A
U.S. Senate,Martin,D,Long,1451,N/A
U.S. Senate,Totals,Total,Long,121,N/A
U.S. Senate,Chambliss,R,Lowndes,19825,N/A
U.S. Senate,Martin,D,Lowndes,16000,N/A
U.S. Senate,Totals,Total,Lowndes,858,N/A
U.S. Senate,Chambliss,R,Lumpkin,7039,N/A
U.S. Senate,Martin,D,Lumpkin,3060,N/A
U.S. Senate,Totals,Total,Lumpkin,691,N/A
U.S. Senate,Chambliss,R,Macon,1598,N/A
U.S. Senate,Martin,D,Macon,2984,N/A
U.S. Senate,Totals,Total,Macon,63,N/A
U.S. Senate,Chambliss,R,Madison,7028,N/A
U.S. Senate,Martin,D,Madison,3447,N/A
U.S. Senate,Totals,Total,Madison,439,N/A
U.S. Senate,Chambliss,R,Marion,1419,N/A
U.S. Senate,Martin,D,Marion,1509,N/A
U.S. Senate,Totals,Total,Marion,101,N/A
U.S. Senate,Chambliss,R,Mcduffie,4838,N/A
U.S. Senate,Martin,D,Mcduffie,3829,N/A
U.S. Senate,Totals,Total,Mcduffie,185,N/A
U.S. Senate,Chambliss,R,Mcintosh,2863,N/A
U.S. Senate,Martin,D,Mcintosh,2895,N/A
U.S. Senate,Totals,Total,Mcintosh,162,N/A
U.S. Senate,Chambliss,R,Meriwether,4296,N/A
U.S. Senate,Martin,D,Meriwether,4497,N/A
U.S. Senate,Totals,Total,Meriwether,305,N/A
U.S. Senate,Chambliss,R,Miller,1621,N/A
U.S. Senate,Martin,D,Miller,853,N/A
U.S. Senate,Totals,Total,Miller,68,N/A
U.S. Senate,Chambliss,R,Mitchell,3821,N/A
U.S. Senate,Martin,D,Mitchell,3821,N/A
U.S. Senate,Totals,Total,Mitchell,99,N/A
U.S. Senate,Chambliss,R,Monroe,7150,N/A
U.S. Senate,Martin,D,Monroe,4376,N/A
U.S. Senate,Totals,Total,Monroe,333,N/A
U.S. Senate,Chambliss,R,Montgomery,2047,N/A
U.S. Senate,Martin,D,Montgomery,1281,N/A
U.S. Senate,Totals,Total,Montgomery,84,N/A
U.S. Senate,Chambliss,R,Morgan,5469,N/A
U.S. Senate,Martin,D,Morgan,3078,N/A
U.S. Senate,Totals,Total,Morgan,254,N/A
U.S. Senate,Chambliss,R,Murray,6636,N/A
U.S. Senate,Martin,D,Murray,3653,N/A
U.S. Senate,Totals,Total,Murray,438,N/A
U.S. Senate,Chambliss,R,Muscogee,26256,N/A
U.S. Senate,Martin,D,Muscogee,41324,N/A
U.S. Senate,Totals,Total,Muscogee,1785,N/A
U.S. Senate,Chambliss,R,Newton,18195,N/A
U.S. Senate,Martin,D,Newton,20197,N/A
U.S. Senate,Totals,Total,Newton,1237,N/A
U.S. Senate,Chambliss,R,Oconee,11443,N/A
U.S. Senate,Martin,D,Oconee,4583,N/A
U.S. Senate,Totals,Total,Oconee,634,N/A
U.S. Senate,Chambliss,R,Oglethorpe,3614,N/A
U.S. Senate,Martin,D,Oglethorpe,2335,N/A
U.S. Senate,Totals,Total,Oglethorpe,232,N/A
U.S. Senate,Chambliss,R,Paulding,35242,N/A
U.S. Senate,Martin,D,Paulding,17335,N/A
U.S. Senate,Totals,Total,Paulding,2340,N/A
U.S. Senate,Chambliss,R,Peach,4849,N/A
U.S. Senate,Martin,D,Peach,5679,N/A
U.S. Senate,Totals,Total,Peach,200,N/A
U.S. Senate,Chambliss,R,Pickens,8617,N/A
U.S. Senate,Martin,D,Pickens,3086,N/A
U.S. Senate,Totals,Total,Pickens,642,N/A
U.S. Senate,Chambliss,R,Pierce,4942,N/A
U.S. Senate,Martin,D,Pierce,1294,N/A
U.S. Senate,Totals,Total,Pierce,112,N/A
U.S. Senate,Chambliss,R,Pike,5816,N/A
U.S. Senate,Martin,D,Pike,1906,N/A
U.S. Senate,Totals,Total,Pike,317,N/A
U.S. Senate,Chambliss,R,Polk,7942,N/A
U.S. Senate,Martin,D,Polk,5056,N/A
U.S. Senate,Totals,Total,Polk,514,N/A
U.S. Senate,Chambliss,R,Pulaski,2116,N/A
U.S. Senate,Martin,D,Pulaski,1598,N/A
U.S. Senate,Totals,Total,Pulaski,86,N/A
U.S. Senate,Chambliss,R,Putnam,5361,N/A
U.S. Senate,Martin,D,Putnam,3146,N/A
U.S. Senate,Totals,Total,Putnam,251,N/A
U.S. Senate,Chambliss,R,Quitman,400,N/A
U.S. Senate,Martin,D,Quitman,565,N/A
U.S. Senate,Totals,Total,Quitman,25,N/A
U.S. Senate,Chambliss,R,Rabun,4418,N/A
U.S. Senate,Martin,D,Rabun,2530,N/A
U.S. Senate,Totals,Total,Rabun,349,N/A
U.S. Senate,Chambliss,R,Randolph,1236,N/A
U.S. Senate,Martin,D,Randolph,1675,N/A
U.S. Senate,Totals,Total,Randolph,45,N/A
U.S. Senate,Chambliss,R,Richmond,24709,N/A
U.S. Senate,Martin,D,Richmond,46767,N/A
U.S. Senate,Totals,Total,Richmond,1610,N/A
U.S. Senate,Chambliss,R,Rockdale,15491,N/A
U.S. Senate,Martin,D,Rockdale,19524,N/A
U.S. Senate,Totals,Total,Rockdale,1090,N/A
U.S. Senate,Chambliss,R,Schley,1092,N/A
U.S. Senate,Martin,D,Schley,515,N/A
U.S. Senate,Totals,Total,Schley,40,N/A
U.S. Senate,Chambliss,R,Screven,2863,N/A
U.S. Senate,Martin,D,Screven,3029,N/A
U.S. Senate,Totals,Total,Screven,139,N/A
U.S. Senate,Chambliss,R,Seminole,2008,N/A
U.S. Senate,Martin,D,Seminole,1590,N/A
U.S. Senate,Totals,Total,Seminole,96,N/A
U.S. Senate,Chambliss,R,Spalding,13087,N/A
U.S. Senate,Martin,D,Spalding,9868,N/A
U.S. Senate,Totals,Total,Spalding,774,N/A
U.S. Senate,Chambliss,R,Stephens,6337,N/A
U.S. Senate,Martin,D,Stephens,3273,N/A
U.S. Senate,Totals,Total,Stephens,303,N/A
U.S. Senate,Chambliss,R,Stewart,687,N/A
U.S. Senate,Martin,D,Stewart,1184,N/A
U.S. Senate,Totals,Total,Stewart,32,N/A
U.S. Senate,Chambliss,R,Sumter,5430,N/A
U.S. Senate,Martin,D,Sumter,5971,N/A
U.S. Senate,Totals,Total,Sumter,224,N/A
U.S. Senate,Chambliss,R,Talbot,1095,N/A
U.S. Senate,Martin,D,Talbot,2238,N/A
U.S. Senate,Totals,Total,Talbot,104,N/A
U.S. Senate,Chambliss,R,Taliaferro,290,N/A
U.S. Senate,Martin,D,Taliaferro,563,N/A
U.S. Senate,Totals,Total,Taliaferro,16,N/A
U.S. Senate,Chambliss,R,Tattnall,3867,N/A
U.S. Senate,Martin,D,Tattnall,2295,N/A
U.S. Senate,Totals,Total,Tattnall,169,N/A
U.S. Senate,Chambliss,R,Taylor,1769,N/A
U.S. Senate,Martin,D,Taylor,1589,N/A
U.S. Senate,Totals,Total,Taylor,58,N/A
U.S. Senate,Chambliss,R,Telfair,1980,N/A
U.S. Senate,Martin,D,Telfair,2170,N/A
U.S. Senate,Totals,Total,Telfair,61,N/A
U.S. Senate,Chambliss,R,Terrell,1850,N/A
U.S. Senate,Martin,D,Terrell,2302,N/A
U.S. Senate,Totals,Total,Terrell,66,N/A
U.S. Senate,Chambliss,R,Thomas,9771,N/A
U.S. Senate,Martin,D,Thomas,6827,N/A
U.S. Senate,Totals,Total,Thomas,454,N/A
U.S. Senate,Chambliss,R,Tift,8398,N/A
U.S. Senate,Martin,D,Tift,4973,N/A
U.S. Senate,Totals,Total,Tift,304,N/A
U.S. Senate,Chambliss,R,Toombs,5609,N/A
U.S. Senate,Martin,D,Toombs,3241,N/A
U.S. Senate,Totals,Total,Toombs,291,N/A
U.S. Senate,Chambliss,R,Towns,3559,N/A
U.S. Senate,Martin,D,Towns,1689,N/A
U.S. Senate,Totals,Total,Towns,244,N/A
U.S. Senate,Chambliss,R,Treutlen,1500,N/A
U.S. Senate,Martin,D,Treutlen,1206,N/A
U.S. Senate,Totals,Total,Treutlen,60,N/A
U.S. Senate,Chambliss,R,Troup,13595,N/A
U.S. Senate,Martin,D,Troup,10153,N/A
U.S. Senate,Totals,Total,Troup,776,N/A
U.S. Senate,Chambliss,R,Turner,1732,N/A
U.S. Senate,Martin,D,Turner,1521,N/A
U.S. Senate,Totals,Total,Turner,84,N/A
U.S. Senate,Chambliss,R,Twiggs,1753,N/A
U.S. Senate,Martin,D,Twiggs,2468,N/A
U.S. Senate,Totals,Total,Twiggs,102,N/A
U.S. Senate,Chambliss,R,Union,6483,N/A
U.S. Senate,Martin,D,Union,3292,N/A
U.S. Senate,Totals,Total,Union,454,N/A
U.S. Senate,Chambliss,R,Upson,6536,N/A
U.S. Senate,Martin,D,Upson,4112,N/A
U.S. Senate,Totals,Total,Upson,262,N/A
U.S. Senate,Chambliss,R,Walker,14785,N/A
U.S. Senate,Martin,D,Walker,6656,N/A
U.S. Senate,Totals,Total,Walker,702,N/A
U.S. Senate,Chambliss,R,Walton,24619,N/A
U.S. Senate,Martin,D,Walton,8765,N/A
U.S. Senate,Totals,Total,Walton,1320,N/A
U.S. Senate,Chambliss,R,Ware,7677,N/A
U.S. Senate,Martin,D,Ware,3724,N/A
U.S. Senate,Totals,Total,Ware,227,N/A
U.S. Senate,Chambliss,R,Warren,940,N/A
U.S. Senate,Martin,D,Warren,1407,N/A
U.S. Senate,Totals,Total,Warren,61,N/A
U.S. Senate,Chambliss,R,Washington,3679,N/A
