county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Chatham,President,,REP,RICK SANTORUM,11,10,0,1,0
Chattahoochee,President,,REP,RICK SANTORUM,0,0,0,0,0
Chattooga,President,,REP,RICK SANTORUM,0,0,0,0,0
Cherokee,President,,REP,RICK SANTORUM,13,10,1,2,0
Clarke,President,,REP,RICK SANTORUM,6,6,0,0,0
Clay,President,,REP,RICK SANTORUM,1,0,0,1,0
Clayton,President,,REP,RICK SANTORUM,3,3,0,0,0
Clinch,President,,REP,RICK SANTORUM,1,1,0,0,0
Cobb,President,,REP,RICK SANTORUM,40,34,1,4,1
Coffee,President,,REP,RICK SANTORUM,0,0,0,0,0
Colquitt,President,,REP,RICK SANTORUM,4,3,0,1,0
Columbia,President,,REP,RICK SANTORUM,8,6,0,2,0
Cook,President,,REP,RICK SANTORUM,1,0,0,1,0
Coweta,President,,REP,RICK SANTORUM,11,11,0,0,0
Crawford,President,,REP,RICK SANTORUM,2,2,0,0,0
Crisp,President,,REP,RICK SANTORUM,4,3,0,1,0
Dade,President,,REP,RICK SANTORUM,0,0,0,0,0
Dawson,President,,REP,RICK SANTORUM,0,0,0,0,0
Decatur,President,,REP,RICK SANTORUM,1,1,0,0,0
DeKalb,President,,REP,RICK SANTORUM,21,17,0,4,0
Dodge,President,,REP,RICK SANTORUM,2,1,0,1,0
Dooly,President,,REP,RICK SANTORUM,2,0,0,2,0
Dougherty,President,,REP,RICK SANTORUM,3,3,0,0,0
Douglas,President,,REP,RICK SANTORUM,6,3,1,2,0
Early,President,,REP,RICK SANTORUM,2,0,0,2,0
Echols,President,,REP,RICK SANTORUM,0,0,0,0,0
Effingham,President,,REP,RICK SANTORUM,6,6,0,0,0
Elbert,President,,REP,RICK SANTORUM,4,2,1,1,0
Emanuel,President,,REP,RICK SANTORUM,0,0,0,0,0
Evans,President,,REP,RICK SANTORUM,0,0,0,0,0
Fannin,President,,REP,RICK SANTORUM,0,0,0,0,0
Fayette,President,,REP,RICK SANTORUM,16,12,0,4,0
Floyd,President,,REP,RICK SANTORUM,5,5,0,0,0
Forsyth,President,,REP,RICK SANTORUM,21,11,1,9,0
Franklin,President,,REP,RICK SANTORUM,0,0,0,0,0
Fulton,President,,REP,RICK SANTORUM,30,23,1,6,0
Gilmer,President,,REP,RICK SANTORUM,4,4,0,0,0
Glascock,President,,REP,RICK SANTORUM,0,0,0,0,0
Glynn,President,,REP,RICK SANTORUM,8,3,0,5,0
Gordon,President,,REP,RICK SANTORUM,5,4,0,1,0
Grady,President,,REP,RICK SANTORUM,1,0,0,1,0
Greene,President,,REP,RICK SANTORUM,2,1,0,1,0
Gwinnett,President,,REP,RICK SANTORUM,42,34,1,7,0
Habersham,President,,REP,RICK SANTORUM,2,1,0,1,0
Hall,President,,REP,RICK SANTORUM,13,11,0,2,0
Hancock,President,,REP,RICK SANTORUM,0,0,0,0,0
Haralson,President,,REP,RICK SANTORUM,3,3,0,0,0
Harris,President,,REP,RICK SANTORUM,3,2,1,0,0
Hart,President,,REP,RICK SANTORUM,4,3,1,0,0
Heard,President,,REP,RICK SANTORUM,0,0,0,0,0
Henry,President,,REP,RICK SANTORUM,11,7,0,4,0
Houston,President,,REP,RICK SANTORUM,9,5,0,4,0
Irwin,President,,REP,RICK SANTORUM,1,1,0,0,0
Jackson,President,,REP,RICK SANTORUM,4,2,0,2,0
Jasper,President,,REP,RICK SANTORUM,0,0,0,0,0
Jeff Davis,President,,REP,RICK SANTORUM,0,0,0,0,0
Jefferson,President,,REP,RICK SANTORUM,1,1,0,0,0
Jenkins,President,,REP,RICK SANTORUM,0,0,0,0,0
Johnson,President,,REP,RICK SANTORUM,0,0,0,0,0
Jones,President,,REP,RICK SANTORUM,3,3,0,0,0
Lamar,President,,REP,RICK SANTORUM,3,2,0,1,0
Lanier,President,,REP,RICK SANTORUM,0,0,0,0,0
Laurens,President,,REP,RICK SANTORUM,6,4,0,2,0
Lee,President,,REP,RICK SANTORUM,1,1,0,0,0
Liberty,President,,REP,RICK SANTORUM,1,1,0,0,0
Lincoln,President,,REP,RICK SANTORUM,1,0,0,1,0
Long,President,,REP,RICK SANTORUM,1,1,0,0,0
Lowndes,President,,REP,RICK SANTORUM,5,3,1,1,0
Lumpkin,President,,REP,RICK SANTORUM,2,2,0,0,0
Macon,President,,REP,RICK SANTORUM,0,0,0,0,0
Madison,President,,REP,RICK SANTORUM,2,2,0,0,0
Marion,President,,REP,RICK SANTORUM,1,1,0,0,0
McDuffie,President,,REP,RICK SANTORUM,2,2,0,0,0
McIntosh,President,,REP,RICK SANTORUM,0,0,0,0,0
Meriwether,President,,REP,RICK SANTORUM,2,2,0,0,0
Miller,President,,REP,RICK SANTORUM,0,0,0,0,0
Mitchell,President,,REP,RICK SANTORUM,1,1,0,0,0
Monroe,President,,REP,RICK SANTORUM,2,1,0,1,0
Montgomery,President,,REP,RICK SANTORUM,0,0,0,0,0
Morgan,President,,REP,RICK SANTORUM,3,3,0,0,0
Murray,President,,REP,RICK SANTORUM,4,3,0,1,0
Muscogee,President,,REP,RICK SANTORUM,8,6,1,0,1
Newton,President,,REP,RICK SANTORUM,11,8,0,3,0
Oconee,President,,REP,RICK SANTORUM,0,0,0,0,0
Oglethorpe,President,,REP,RICK SANTORUM,1,1,0,0,0
Paulding,President,,REP,RICK SANTORUM,8,4,1,3,0
Peach,President,,REP,RICK SANTORUM,1,1,0,0,0
Pickens,President,,REP,RICK SANTORUM,3,3,0,0,0
Pierce,President,,REP,RICK SANTORUM,1,1,0,0,0
Pike,President,,REP,RICK SANTORUM,0,0,0,0,0
Polk,President,,REP,RICK SANTORUM,4,4,0,0,0
Pulaski,President,,REP,RICK SANTORUM,0,0,0,0,0
Putnam,President,,REP,RICK SANTORUM,4,3,0,1,0
Quitman,President,,REP,RICK SANTORUM,0,0,0,0,0
Rabun,President,,REP,RICK SANTORUM,0,0,0,0,0
Randolph,President,,REP,RICK SANTORUM,1,1,0,0,0
Richmond,President,,REP,RICK SANTORUM,7,5,0,2,0
Rockdale,President,,REP,RICK SANTORUM,4,3,0,0,1
Schley,President,,REP,RICK SANTORUM,0,0,0,0,0
Screven,President,,REP,RICK SANTORUM,1,0,0,1,0
Seminole,President,,REP,RICK SANTORUM,2,2,0,0,0
Spalding,President,,REP,RICK SANTORUM,7,5,0,2,0
Stephens,President,,REP,RICK SANTORUM,1,0,0,1,0
Stewart,President,,REP,RICK SANTORUM,0,0,0,0,0
Sumter,President,,REP,RICK SANTORUM,1,1,0,0,0
Talbot,President,,REP,RICK SANTORUM,0,0,0,0,0
Taliaferro,President,,REP,RICK SANTORUM,0,0,0,0,0
Tattnall,President,,REP,RICK SANTORUM,1,1,0,0,0
Taylor,President,,REP,RICK SANTORUM,1,1,0,0,0
Telfair,President,,REP,RICK SANTORUM,0,0,0,0,0
Terrell,President,,REP,RICK SANTORUM,0,0,0,0,0
Thomas,President,,REP,RICK SANTORUM,4,3,0,1,0
Tift,President,,REP,RICK SANTORUM,5,4,0,1,0
Toombs,President,,REP,RICK SANTORUM,1,1,0,0,0
Towns,President,,REP,RICK SANTORUM,0,0,0,0,0
Treutlen,President,,REP,RICK SANTORUM,1,0,1,0,0
Troup,President,,REP,RICK SANTORUM,6,4,1,0,1
Turner,President,,REP,RICK SANTORUM,0,0,0,0,0
Twiggs,President,,REP,RICK SANTORUM,0,0,0,0,0
Union,President,,REP,RICK SANTORUM,2,2,0,0,0
Upson,President,,REP,RICK SANTORUM,2,1,0,1,0
Walker,President,,REP,RICK SANTORUM,7,4,0,3,0
Walton,President,,REP,RICK SANTORUM,7,7,0,0,0
Ware,President,,REP,RICK SANTORUM,2,2,0,0,0
Warren,President,,REP,RICK SANTORUM,0,0,0,0,0
Washington,President,,REP,RICK SANTORUM,1,0,1,0,0
Wayne,President,,REP,RICK SANTORUM,2,2,0,0,0
Webster,President,,REP,RICK SANTORUM,0,0,0,0,0
Wheeler,President,,REP,RICK SANTORUM,0,0,0,0,0
White,President,,REP,RICK SANTORUM,0,0,0,0,0
Whitfield,President,,REP,RICK SANTORUM,5,4,0,1,0
Wilcox,President,,REP,RICK SANTORUM,0,0,0,0,0
Wilkes,President,,REP,RICK SANTORUM,1,1,0,0,0
Wilkinson,President,,REP,RICK SANTORUM,1,0,0,1,0
Worth,President,,REP,RICK SANTORUM,1,0,0,1,0
,President,,REP,DONALD J. TRUMP,502994,384792,9998,107008,1196
Appling,President,,REP,DONALD J. TRUMP,1291,1062,76,152,1
Atkinson,President,,REP,DONALD J. TRUMP,622,508,5,106,3
Bacon,President,,REP,DONALD J. TRUMP,904,686,16,202,0
Baker,President,,REP,DONALD J. TRUMP,262,204,12,46,0
Baldwin,President,,REP,DONALD J. TRUMP,2070,1574,40,455,1
Banks,President,,REP,DONALD J. TRUMP,1809,1535,33,239,2
Barrow,President,,REP,DONALD J. TRUMP,4656,3546,89,1018,3
Bartow,President,,REP,DONALD J. TRUMP,8297,6539,117,1625,16
Ben Hill,President,,REP,DONALD J. TRUMP,1025,724,18,278,5
Berrien,President,,REP,DONALD J. TRUMP,1568,1202,30,331,5
Bibb,President,,REP,DONALD J. TRUMP,5962,5108,131,704,19
Bleckley,President,,REP,DONALD J. TRUMP,935,706,24,205,0
Brantley,President,,REP,DONALD J. TRUMP,1163,1008,5,148,2
Brooks,President,,REP,DONALD J. TRUMP,1017,818,20,171,8
Bryan,President,,REP,DONALD J. TRUMP,2220,1660,19,535,6
Bulloch,President,,REP,DONALD J. TRUMP,3115,2675,40,396,4
Burke,President,,REP,DONALD J. TRUMP,1181,950,36,195,0
Butts,President,,REP,DONALD J. TRUMP,1884,1077,30,777,0
Calhoun,President,,REP,DONALD J. TRUMP,227,200,1,26,0
Camden,President,,REP,DONALD J. TRUMP,3073,2561,61,443,8
Candler,President,,REP,DONALD J. TRUMP,898,355,18,524,1
Carroll,President,,REP,DONALD J. TRUMP,7516,6082,97,1316,21
Catoosa,President,,REP,DONALD J. TRUMP,4464,3116,46,1287,15
Charlton,President,,REP,DONALD J. TRUMP,603,491,5,104,3
Chatham,President,,REP,DONALD J. TRUMP,10738,9287,143,1297,11
Chattahoochee,President,,REP,DONALD J. TRUMP,175,137,0,38,0
Chattooga,President,,REP,DONALD J. TRUMP,1676,1236,8,430,2
Cherokee,President,,REP,DONALD J. TRUMP,18469,13332,296,4832,9
Clarke,President,,REP,DONALD J. TRUMP,2363,1909,64,384,6
Clay,President,,REP,DONALD J. TRUMP,179,120,2,57,0
Clayton,President,,REP,DONALD J. TRUMP,3264,2376,68,820,0
Clinch,President,,REP,DONALD J. TRUMP,414,322,4,86,2
Cobb,President,,REP,DONALD J. TRUMP,34789,27191,919,6611,68
Coffee,President,,REP,DONALD J. TRUMP,2472,1878,16,575,3
Colquitt,President,,REP,DONALD J. TRUMP,2968,2335,14,618,1
Columbia,President,,REP,DONALD J. TRUMP,9181,7165,186,1826,4
Cook,President,,REP,DONALD J. TRUMP,1229,965,26,238,0
Coweta,President,,REP,DONALD J. TRUMP,9600,7693,320,1580,7
Crawford,President,,REP,DONALD J. TRUMP,933,744,16,170,3
Crisp,President,,REP,DONALD J. TRUMP,1206,934,15,257,0
Dade,President,,REP,DONALD J. TRUMP,1153,890,15,246,2
Dawson,President,,REP,DONALD J. TRUMP,2651,1823,62,764,2
Decatur,President,,REP,DONALD J. TRUMP,1534,1282,30,213,9
DeKalb,President,,REP,DONALD J. TRUMP,11179,8823,295,2024,37
Dodge,President,,REP,DONALD J. TRUMP,1360,1087,22,251,0
Dooly,President,,REP,DONALD J. TRUMP,585,436,9,139,1
Dougherty,President,,REP,DONALD J. TRUMP,3080,2822,40,216,2
Douglas,President,,REP,DONALD J. TRUMP,6987,4828,127,2029,3
Early,President,,REP,DONALD J. TRUMP,760,576,14,170,0
Echols,President,,REP,DONALD J. TRUMP,268,195,3,70,0
Effingham,President,,REP,DONALD J. TRUMP,3650,3148,50,450,2
Elbert,President,,REP,DONALD J. TRUMP,1402,972,44,378,8
Emanuel,President,,REP,DONALD J. TRUMP,1496,1231,35,223,7
Evans,President,,REP,DONALD J. TRUMP,481,284,13,184,0
Fannin,President,,REP,DONALD J. TRUMP,3006,2300,94,607,5
Fayette,President,,REP,DONALD J. TRUMP,8060,5876,114,2065,5
Floyd,President,,REP,DONALD J. TRUMP,5979,4805,71,1069,34
Forsyth,President,,REP,DONALD J. TRUMP,15736,10486,323,4892,35
Franklin,President,,REP,DONALD J. TRUMP,1999,1586,58,355,0
Fulton,President,,REP,DONALD J. TRUMP,22521,17608,251,4556,106
Gilmer,President,,REP,DONALD J. TRUMP,3340,2512,78,724,26
Glascock,President,,REP,DONALD J. TRUMP,405,307,16,81,1
Glynn,President,,REP,DONALD J. TRUMP,5536,4300,58,1158,20
Gordon,President,,REP,DONALD J. TRUMP,4347,3352,74,913,8
Grady,President,,REP,DONALD J. TRUMP,1422,1077,19,326,0
Greene,President,,REP,DONALD J. TRUMP,1555,1001,19,535,0
Gwinnett,President,,REP,DONALD J. TRUMP,32154,26087,650,5278,139
Habersham,President,,REP,DONALD J. TRUMP,3295,1885,142,1262,6
Hall,President,,REP,DONALD J. TRUMP,12562,9992,239,2306,25
Hancock,President,,REP,DONALD J. TRUMP,231,178,15,36,2
Haralson,President,,REP,DONALD J. TRUMP,2823,2421,35,362,5
Harris,President,,REP,DONALD J. TRUMP,2542,2014,47,481,0
Hart,President,,REP,DONALD J. TRUMP,1858,1306,36,516,0
Heard,President,,REP,DONALD J. TRUMP,1069,839,61,168,1
Henry,President,,REP,DONALD J. TRUMP,11375,7657,182,3492,44
Houston,President,,REP,DONALD J. TRUMP,7114,5212,129,1750,23
Irwin,President,,REP,DONALD J. TRUMP,882,690,3,176,13
Jackson,President,,REP,DONALD J. TRUMP,5488,4178,80,1226,4
Jasper,President,,REP,DONALD J. TRUMP,1212,853,37,315,7
Jeff Davis,President,,REP,DONALD J. TRUMP,1074,799,20,252,3
Jefferson,President,,REP,DONALD J. TRUMP,859,659,13,182,5
Jenkins,President,,REP,DONALD J. TRUMP,513,334,13,166,0
Johnson,President,,REP,DONALD J. TRUMP,687,508,18,159,2
Jones,President,,REP,DONALD J. TRUMP,2320,1732,99,487,2
Lamar,President,,REP,DONALD J. TRUMP,1399,1022,22,354,1
Lanier,President,,REP,DONALD J. TRUMP,515,361,6,145,3
Laurens,President,,REP,DONALD J. TRUMP,3092,2499,106,483,4
Lee,President,,REP,DONALD J. TRUMP,3061,2650,23,384,4
Liberty,President,,REP,DONALD J. TRUMP,1333,1079,12,241,1
Lincoln,President,,REP,DONALD J. TRUMP,742,566,17,159,0
Long,President,,REP,DONALD J. TRUMP,639,521,2,110,6
Lowndes,President,,REP,DONALD J. TRUMP,5333,3799,115,1282,137
Lumpkin,President,,REP,DONALD J. TRUMP,2470,1867,41,545,17
Macon,President,,REP,DONALD J. TRUMP,415,261,7,147,0
Madison,President,,REP,DONALD J. TRUMP,2463,1893,55,512,3
Marion,President,,REP,DONALD J. TRUMP,473,405,9,59,0
McDuffie,President,,REP,DONALD J. TRUMP,1288,962,67,259,0
McIntosh,President,,REP,DONALD J. TRUMP,1080,693,51,334,2
Meriwether,President,,REP,DONALD J. TRUMP,1436,1256,14,165,1
Miller,President,,REP,DONALD J. TRUMP,556,454,7,94,1
Mitchell,President,,REP,DONALD J. TRUMP,1246,1011,22,213,0
Monroe,President,,REP,DONALD J. TRUMP,2265,1901,34,327,3
Montgomery,President,,REP,DONALD J. TRUMP,712,607,5,99,1
Morgan,President,,REP,DONALD J. TRUMP,1659,1187,22,447,3
Murray,President,,REP,DONALD J. TRUMP,3085,2621,30,433,1
Muscogee,President,,REP,DONALD J. TRUMP,5334,4493,156,676,9
Newton,President,,REP,DONALD J. TRUMP,5626,4275,90,1261,0
Oconee,President,,REP,DONALD J. TRUMP,2877,2011,48,812,6
Oglethorpe,President,,REP,DONALD J. TRUMP,1231,848,63,319,1
Paulding,President,,REP,DONALD J. TRUMP,10022,6583,259,3160,20
Peach,President,,REP,DONALD J. TRUMP,1325,967,11,347,0
Pickens,President,,REP,DONALD J. TRUMP,3360,2465,17,878,0
Pierce,President,,REP,DONALD J. TRUMP,1345,883,30,432,0
Pike,President,,REP,DONALD J. TRUMP,1933,1423,55,453,2
Polk,President,,REP,DONALD J. TRUMP,3363,2201,56,1103,3
Pulaski,President,,REP,DONALD J. TRUMP,675,454,9,210,2
Putnam,President,,REP,DONALD J. TRUMP,1983,1468,43,472,0
Quitman,President,,REP,DONALD J. TRUMP,174,131,0,43,0
Rabun,President,,REP,DONALD J. TRUMP,1732,817,199,716,0
Randolph,President,,REP,DONALD J. TRUMP,412,319,3,89,1
Richmond,President,,REP,DONALD J. TRUMP,5550,4687,138,718,7
Rockdale,President,,REP,DONALD J. TRUMP,3799,2418,59,1308,14
Schley,President,,REP,DONALD J. TRUMP,331,240,2,89,0
Screven,President,,REP,DONALD J. TRUMP,802,626,8,167,1
Seminole,President,,REP,DONALD J. TRUMP,758,663,5,86,4
Spalding,President,,REP,DONALD J. TRUMP,4257,2964,61,1232,0
Stephens,President,,REP,DONALD J. TRUMP,1730,875,69,783,3
Stewart,President,,REP,DONALD J. TRUMP,213,177,1,34,1
Sumter,President,,REP,DONALD J. TRUMP,1381,1087,26,268,0
Talbot,President,,REP,DONALD J. TRUMP,368,316,10,42,0
Taliaferro,President,,REP,DONALD J. TRUMP,102,76,0,26,0
Tattnall,President,,REP,DONALD J. TRUMP,1089,859,15,215,0
Taylor,President,,REP,DONALD J. TRUMP,551,418,11,121,1
Telfair,President,,REP,DONALD J. TRUMP,626,552,17,57,0
Terrell,President,,REP,DONALD J. TRUMP,649,536,22,91,0
Thomas,President,,REP,DONALD J. TRUMP,2651,2112,24,513,2
Tift,President,,REP,DONALD J. TRUMP,2706,2087,29,581,9
Toombs,President,,REP,DONALD J. TRUMP,1515,1156,31,326,2
Towns,President,,REP,DONALD J. TRUMP,1369,895,17,444,13
Treutlen,President,,REP,DONALD J. TRUMP,439,295,14,128,2
Troup,President,,REP,DONALD J. TRUMP,4161,3258,132,750,21
Turner,President,,REP,DONALD J. TRUMP,653,497,2,153,1
Twiggs,President,,REP,DONALD J. TRUMP,594,493,17,83,1
Union,President,,REP,DONALD J. TRUMP,2692,1840,39,812,1
Upson,President,,REP,DONALD J. TRUMP,1915,1397,26,487,5
Walker,President,,REP,DONALD J. TRUMP,4212,3145,73,990,4
Walton,President,,REP,DONALD J. TRUMP,7919,6726,128,1056,9
Ware,President,,REP,DONALD J. TRUMP,1999,1517,60,421,1
Warren,President,,REP,DONALD J. TRUMP,297,199,18,80,0
Washington,President,,REP,DONALD J. TRUMP,1015,759,45,209,2
Wayne,President,,REP,DONALD J. TRUMP,2033,1608,44,381,0
Webster,President,,REP,DONALD J. TRUMP,191,125,16,50,0
Wheeler,President,,REP,DONALD J. TRUMP,283,227,14,40,2
White,President,,REP,DONALD J. TRUMP,2721,1941,111,663,6
Whitfield,President,,REP,DONALD J. TRUMP,5958,4919,109,917,13
Wilcox,President,,REP,DONALD J. TRUMP,603,465,38,99,1
Wilkes,President,,REP,DONALD J. TRUMP,734,561,8,165,0
Wilkinson,President,,REP,DONALD J. TRUMP,611,538,16,57,0
Worth,President,,REP,DONALD J. TRUMP,1895,1623,18,249,5
,President,,DEM,HILLARY CLINTON,545674,417826,8679,116619,2550
Appling,President,,DEM,HILLARY CLINTON,491,395,51,44,1
Atkinson,President,,DEM,HILLARY CLINTON,201,173,2,26,0
Bacon,President,,DEM,HILLARY CLINTON,113,87,4,22,0
Baker,President,,DEM,HILLARY CLINTON,304,222,23,58,1
Baldwin,President,,DEM,HILLARY CLINTON,3036,2269,128,637,2
Banks,President,,DEM,HILLARY CLINTON,172,138,8,26,0
Barrow,President,,DEM,HILLARY CLINTON,1458,1158,39,260,1
Bartow,President,,DEM,HILLARY CLINTON,2219,1756,52,409,2
Ben Hill,President,,DEM,HILLARY CLINTON,780,502,28,249,1
Berrien,President,,DEM,HILLARY CLINTON,326,246,24,55,1
Bibb,President,,DEM,HILLARY CLINTON,13019,9785,415,2746,73
Bleckley,President,,DEM,HILLARY CLINTON,370,251,64,55,0
Brantley,President,,DEM,HILLARY CLINTON,137,117,1,19,0
Brooks,President,,DEM,HILLARY CLINTON,726,588,29,97,12
Bryan,President,,DEM,HILLARY CLINTON,895,719,40,134,2
Bulloch,President,,DEM,HILLARY CLINTON,1916,1620,28,262,6
Burke,President,,DEM,HILLARY CLINTON,1660,1429,81,149,1
Butts,President,,DEM,HILLARY CLINTON,922,616,18,288,0
Calhoun,President,,DEM,HILLARY CLINTON,499,464,0,35,0
Camden,President,,DEM,HILLARY CLINTON,1405,1153,36,216,0
Candler,President,,DEM,HILLARY CLINTON,435,280,8,146,1
Carroll,President,,DEM,HILLARY CLINTON,3186,2500,44,629,13
Catoosa,President,,DEM,HILLARY CLINTON,1088,746,12,324,6
Charlton,President,,DEM,HILLARY CLINTON,275,217,9,49,0
Chatham,President,,DEM,HILLARY CLINTON,19916,16513,421,2965,17
Chattahoochee,President,,DEM,HILLARY CLINTON,182,155,1,26,0
Chattooga,President,,DEM,HILLARY CLINTON,568,411,7,148,2
Cherokee,President,,DEM,HILLARY CLINTON,4844,3681,66,1090,7
Clarke,President,,DEM,HILLARY CLINTON,7107,5739,110,1240,18
Clay,President,,DEM,HILLARY CLINTON,298,263,6,28,1
Clayton,President,,DEM,HILLARY CLINTON,25151,18874,168,6090,19
Clinch,President,,DEM,HILLARY CLINTON,167,129,1,37,0
Cobb,President,,DEM,HILLARY CLINTON,39509,31557,506,7217,229
Coffee,President,,DEM,HILLARY CLINTON,1094,866,12,216,0
Colquitt,President,,DEM,HILLARY CLINTON,1035,806,7,222,0
Columbia,President,,DEM,HILLARY CLINTON,4806,3915,90,801,0
Cook,President,,DEM,HILLARY CLINTON,580,481,18,81,0
Coweta,President,,DEM,HILLARY CLINTON,4359,3543,112,701,3
Crawford,President,,DEM,HILLARY CLINTON,493,394,9,90,0
Crisp,President,,DEM,HILLARY CLINTON,731,585,12,132,2
Dade,President,,DEM,HILLARY CLINTON,242,166,7,68,1
Dawson,President,,DEM,HILLARY CLINTON,312,189,16,107,0
Decatur,President,,DEM,HILLARY CLINTON,1325,1145,16,155,9
DeKalb,President,,DEM,HILLARY CLINTON,82601,62152,962,19237,250
Dodge,President,,DEM,HILLARY CLINTON,579,478,17,84,0
Dooly,President,,DEM,HILLARY CLINTON,740,637,4,96,3
Dougherty,President,,DEM,HILLARY CLINTON,8920,7205,137,1550,28
Douglas,President,,DEM,HILLARY CLINTON,9393,6999,62,2314,18
Early,President,,DEM,HILLARY CLINTON,673,568,12,91,2
Echols,President,,DEM,HILLARY CLINTON,32,22,1,9,0
Effingham,President,,DEM,HILLARY CLINTON,1179,1043,14,121,1
Elbert,President,,DEM,HILLARY CLINTON,818,493,33,279,13
Emanuel,President,,DEM,HILLARY CLINTON,758,670,12,73,3
Evans,President,,DEM,HILLARY CLINTON,347,238,11,98,0
Fannin,President,,DEM,HILLARY CLINTON,547,367,28,150,2
Fayette,President,,DEM,HILLARY CLINTON,7267,5487,41,1729,10
Floyd,President,,DEM,HILLARY CLINTON,2568,1905,55,595,13
Forsyth,President,,DEM,HILLARY CLINTON,3707,2576,79,1047,5
Franklin,President,,DEM,HILLARY CLINTON,352,281,12,59,0
Fulton,President,,DEM,HILLARY CLINTON,83457,63056,657,19052,692
Gilmer,President,,DEM,HILLARY CLINTON,490,342,17,130,1
Glascock,President,,DEM,HILLARY CLINTON,38,35,0,3,0
Glynn,President,,DEM,HILLARY CLINTON,2881,2212,48,612,9
Gordon,President,,DEM,HILLARY CLINTON,778,567,23,186,2
Grady,President,,DEM,HILLARY CLINTON,887,695,7,185,0
Greene,President,,DEM,HILLARY CLINTON,1077,852,21,203,1
Gwinnett,President,,DEM,HILLARY CLINTON,37881,30516,309,6642,414
Habersham,President,,DEM,HILLARY CLINTON,612,342,39,227,4
Hall,President,,DEM,HILLARY CLINTON,3495,2692,97,693,13
Hancock,President,,DEM,HILLARY CLINTON,1121,809,136,167,9
Haralson,President,,DEM,HILLARY CLINTON,414,349,10,54,1
Harris,President,,DEM,HILLARY CLINTON,1372,1127,26,219,0
Hart,President,,DEM,HILLARY CLINTON,740,497,20,223,0
Heard,President,,DEM,HILLARY CLINTON,277,216,25,35,1
Henry,President,,DEM,HILLARY CLINTON,15795,10850,98,4692,155
Houston,President,,DEM,HILLARY CLINTON,6311,4385,90,1801,35
Irwin,President,,DEM,HILLARY CLINTON,326,245,2,79,0
Jackson,President,,DEM,HILLARY CLINTON,1193,902,12,279,0
Jasper,President,,DEM,HILLARY CLINTON,634,512,18,102,2
Jeff Davis,President,,DEM,HILLARY CLINTON,400,287,7,106,0
Jefferson,President,,DEM,HILLARY CLINTON,1615,1292,36,264,23
Jenkins,President,,DEM,HILLARY CLINTON,356,231,13,111,1
Johnson,President,,DEM,HILLARY CLINTON,389,338,2,48,1
Jones,President,,DEM,HILLARY CLINTON,1587,1154,117,314,2
Lamar,President,,DEM,HILLARY CLINTON,871,671,18,180,2
Lanier,President,,DEM,HILLARY CLINTON,234,189,2,43,0
Laurens,President,,DEM,HILLARY CLINTON,2296,1851,92,351,2
Lee,President,,DEM,HILLARY CLINTON,1010,874,22,113,1
Liberty,President,,DEM,HILLARY CLINTON,2787,2156,16,612,3
Lincoln,President,,DEM,HILLARY CLINTON,538,371,58,109,0
Long,President,,DEM,HILLARY CLINTON,264,213,0,48,3
Lowndes,President,,DEM,HILLARY CLINTON,4016,2879,99,921,117
Lumpkin,President,,DEM,HILLARY CLINTON,560,401,18,141,0
Macon,President,,DEM,HILLARY CLINTON,977,742,14,221,0
Madison,President,,DEM,HILLARY CLINTON,656,547,10,99,0
Marion,President,,DEM,HILLARY CLINTON,431,335,22,74,0
McDuffie,President,,DEM,HILLARY CLINTON,1274,918,78,278,0
McIntosh,President,,DEM,HILLARY CLINTON,866,677,29,157,3
Meriwether,President,,DEM,HILLARY CLINTON,1463,1343,14,106,0
Miller,President,,DEM,HILLARY CLINTON,159,141,2,16,0
Mitchell,President,,DEM,HILLARY CLINTON,1342,975,31,332,4
Monroe,President,,DEM,HILLARY CLINTON,1251,981,31,238,1
Montgomery,President,,DEM,HILLARY CLINTON,287,260,4,23,0
Morgan,President,,DEM,HILLARY CLINTON,910,638,21,251,0
Murray,President,,DEM,HILLARY CLINTON,444,349,9,86,0
Muscogee,President,,DEM,HILLARY CLINTON,12862,9320,233,3248,61
Newton,President,,DEM,HILLARY CLINTON,7273,5074,98,2097,4
Oconee,President,,DEM,HILLARY CLINTON,1225,852,30,341,2
Oglethorpe,President,,DEM,HILLARY CLINTON,562,422,13,126,1
Paulding,President,,DEM,HILLARY CLINTON,4123,3121,65,910,27
Peach,President,,DEM,HILLARY CLINTON,1676,1131,22,522,1
Pickens,President,,DEM,HILLARY CLINTON,431,286,5,140,0
Pierce,President,,DEM,HILLARY CLINTON,219,159,5,55,0
Pike,President,,DEM,HILLARY CLINTON,418,299,27,91,1
Polk,President,,DEM,HILLARY CLINTON,944,650,27,267,0
Pulaski,President,,DEM,HILLARY CLINTON,376,248,14,114,0
Putnam,President,,DEM,HILLARY CLINTON,871,684,12,175,0
Quitman,President,,DEM,HILLARY CLINTON,193,158,2,33,0
Rabun,President,,DEM,HILLARY CLINTON,398,169,73,155,1
Randolph,President,,DEM,HILLARY CLINTON,693,476,27,187,3
Richmond,President,,DEM,HILLARY CLINTON,16315,12658,302,3310,45
Rockdale,President,,DEM,HILLARY CLINTON,7973,5914,49,1967,43
Schley,President,,DEM,HILLARY CLINTON,147,84,11,51,1
Screven,President,,DEM,HILLARY CLINTON,773,647,14,110,2
Seminole,President,,DEM,HILLARY CLINTON,475,419,3,48,5
